FECHA,CCAA,YEAR,MONTH,SIGLAS,CANDIDATURA,VOTOS,PORCENTAJE_VALIDOS,PORCENTAJE_CENSO,PORCENTAJE_CANDIDATURAS
1996_03,NACIONAL,1996,3,VDPA,VOZ DEL PUEBLO ANDALUZ,529,0,0,0
1996_03,NACIONAL,1996,3,N,ESTADO NACIONAL EUROPEO,495,0,0,0
1996_03,NACIONAL,1996,3,ALAS,AGRUPACION LIBERAL AUTONOMISTA Y SOCIAL,402,0,0,0
1996_03,NACIONAL,1996,3,ABA,ALIANCA BALEAR,379,0,0,0
1996_03,NACIONAL,1996,3,PRGU,PARTIDO REGIONALISTA DE GUADALAJARA,338,0,0,0
1996_03,NACIONAL,1996,3,LAE,LIGA AUTONOMA ESPAÑOLA,296,0,0,0
1996_03,NACIONAL,1996,3,DSA,DINAMICA SOCIAL ARAGONESA,265,0,0,0
1996_03,NACIONAL,1996,3,LG,PARTIDO LA GENTE,243,0,0,0
1996_03,NACIONAL,1996,3,PIZ,PARTIDO INTERZAMORANO,215,0,0,0
1996_03,NACIONAL,1996,3,PNM,PARTIDO NACIONALISTA DE MELILLA,200,0,0,0
1996_03,NACIONAL,1996,3,CCV,CENTRISTAS DE LA COMUNIDAD VALENCIANA,0,0,0,0
1996_03,NACIONAL,1996,3,POR,PARTIDO OBRERO REVOLUCIONARIO,0,0,0,0
1996_03,NACIONAL,1996,3,PAE,PARTIDO DE LOS TRABAJADORES AUTONOMOS DE ESPAÑA,0,0,0,0
1996_03,NACIONAL,1996,3,AFIT,AGRUPACIONES FAMILIARES INDEPENDIENTES TINERFEÑAS,0,0,0,0
2000_03,NACIONAL,2000,3,PP,PARTIDO POPULAR,"10,321,178",0.4452,0.3038,0.4524
2000_03,NACIONAL,2000,3,PSOE-PROGR.,PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS,"7,918,752",0.3416,0.2331,0.3471
2000_03,NACIONAL,2000,3,IU,IZQUIERDA UNIDA,"1,263,043",0.0545,0.0372,0.0554
2000_03,NACIONAL,2000,3,CIU,CONVERGENCIA I UNIO,"970,421",0.0419,0.0286,0.0425
2000_03,NACIONAL,2000,3,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,"353,953",0.0153,0.0104,0.0155
2000_03,NACIONAL,2000,3,BNG,BLOQUE NACIONALISTA GALEGO,"306,268",0.0132,0.009,0.0134
2000_03,NACIONAL,2000,3,CC,COALICION CANARIA,"248,261",0.0107,0.0073,0.0109
2000_03,NACIONAL,2000,3,PA,PARTIDO ANDALUCISTA,"206,255",0.0089,0.0061,0.009
2000_03,NACIONAL,2000,3,ERC,ESQUERRA REPUBLICANA DE CATALUNYA,"194,715",0.0084,0.0057,0.0085
2000_03,NACIONAL,2000,3,IC-V,INICIATIVA PER CATALUNYA-VERDS,"119,290",0.0051,0.0035,0.0052
2000_03,NACIONAL,2000,3,EA,EUSKO ALKARTASUNA,"100,742",0.0043,0.003,0.0044
2000_03,NACIONAL,2000,3,CHA,CHUNTA ARAGONESISTA,"75,356",0.0033,0.0022,0.0033
2000_03,NACIONAL,2000,3,GIL,GRUPO INDEPENDIENTE LIBERAL,"72,162",0.0031,0.0021,0.0032
2000_03,NACIONAL,2000,3,VERDES,LOS VERDES,"70,906",0.0031,0.0021,0.0031
2000_03,NACIONAL,2000,3,BLOC-VERDS,BLOC NAC. VALENCIA-ELS VERDS-VALENCIANS PEL CANVI,"58,551",0.0025,0.0017,0.0026
2000_03,NACIONAL,2000,3,UV,UNIO VALENCIANA,"57,830",0.0025,0.0017,0.0025
2000_03,NACIONAL,2000,3,UPL,UNION DEL PUEBLO LEONES,"41,690",0.0018,0.0012,0.0018
2000_03,NACIONAL,2000,3,PAR,PARTIDO ARAGONES,"38,883",0.0017,0.0011,0.0017
2000_03,NACIONAL,2000,3,UC-CDS,UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL,"23,576",0.001,0.0007,0.001
2000_03,NACIONAL,2000,3,PSM-EN,PSM ENTESA NACIONALISTA,"23,482",0.001,0.0007,0.001
2000_03,NACIONAL,2000,3,LVE,LOS VERDES-ECOPACIFISTAS,"22,220",0.001,0.0007,0.001
2000_03,NACIONAL,2000,3,LV-CM,LOS VERDES-COMUNIDAD DE MADRID,"21,087",0.0009,0.0006,0.0009
2000_03,NACIONAL,2000,3,LV-GV,LOS VERDES-GRUPO VERDE,"20,618",0.0009,0.0006,0.0009
2000_03,NACIONAL,2000,3,PH,PARTIDO HUMANISTA,"19,683",0.0008,0.0006,0.0009
2000_03,NACIONAL,2000,3,TC-PNC,TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO,"18,290",0.0008,0.0005,0.0008
2000_03,NACIONAL,2000,3,PLN,PARTIDO DE LA LEY NATURAL,"17,372",0.0007,0.0005,0.0008
2000_03,NACIONAL,2000,3,FE,LA FALANGE,"14,431",0.0006,0.0004,0.0006
2000_03,NACIONAL,2000,3,URAS,UNION RENOVADORA ASTURIANA,"13,360",0.0006,0.0004,0.0006
2000_03,NACIONAL,2000,3,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,"12,898",0.0006,0.0004,0.0006
2000_03,NACIONAL,2000,3,POSI,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA,"12,208",0.0005,0.0004,0.0005
2000_03,NACIONAL,2000,3,EV-AV,ELS VERDS-ALTERNATIVA VERDA,"11,579",0.0005,0.0003,0.0005
2000_03,NACIONAL,2000,3,PIL,PARTIDO DE INDEPENDIENTES DE LANZAROTE,"10,323",0.0004,0.0003,0.0005
2000_03,NACIONAL,2000,3,ES2000,PLATAFORMA ESPAÑA 2000,"9,562",0.0004,0.0003,0.0004
2000_03,NACIONAL,2000,3,PADE,PARTIDO DEMOCRATA ESPAÑOL,"9,136",0.0004,0.0003,0.0004
2000_03,NACIONAL,2000,3,CDN,CONVERGENCIA DEMOCRATAS DE NAVARRA,"8,646",0.0004,0.0003,0.0004
2000_03,NACIONAL,2000,3,UM-INME,C.ILLES BALEARS UNIO MALLORQUINA-INDEP. DE MENORCA,"8,372",0.0004,0.0002,0.0004
2000_03,NACIONAL,2000,3,IA,IZQUIERDA ANDALUZA,"8,175",0.0004,0.0002,0.0004
2000_03,NACIONAL,2000,3,FEI-FE 2000,FALANGE ESPAÑOLA INDEPENDIENTE-FALANGE 2000,"6,621",0.0003,0.0002,0.0003
2000_03,NACIONAL,2000,3,BLM,BLOQUE LOCALISTA DE MELILLA,"6,514",0.0003,0.0002,0.0003
2000_03,NACIONAL,2000,3,P.RIOJANO,PARTIDO RIOJANO,"6,155",0.0003,0.0002,0.0003
2000_03,NACIONAL,2000,3,PAS,PARTIU ASTURIANISTA,"5,876",0.0003,0.0002,0.0003
2000_03,NACIONAL,2000,3,URCL,UNIDAD REGIONALISTA DE CASTILLA Y LEON,"5,683",0.0002,0.0002,0.0002
2000_03,NACIONAL,2000,3,EU,EXTREMADURA UNIDA,"4,771",0.0002,0.0001,0.0002
2000_03,NACIONAL,2000,3,AU.TO.NO.MO,PARTIDO DE LOS AUTONOMOS Y PROFESIONALES,"4,218",0.0002,0.0001,0.0002
2000_03,NACIONAL,2000,3,PCL,CANDIDATURA INDEP. PARTIDO DE CASTILLA Y LEON,"4,184",0.0002,0.0001,0.0002
2000_03,NACIONAL,2000,3,EC,ESTAT CATALA,"3,356",0.0001,0.0001,0.0001
2000_03,NACIONAL,2000,3,NA,NACION ANDALUZA,"3,262",0.0001,0.0001,0.0001
2000_03,NACIONAL,2000,3,DG,DEMOCRACIA GALEGA,"2,958",0.0001,0.0001,0.0001
2000_03,NACIONAL,2000,3,AR,ACCION REPUBLICANA,"2,858",0.0001,0.0001,0.0001
2000_03,NACIONAL,2000,3,PKD,PARTIDO DEL KARMA DEMOCRATICO,"2,759",0.0001,0.0001,0.0001
2000_03,NACIONAL,2000,3,A,ASAMBLEA DE ANDALUCIA,"2,727",0.0001,0.0001,0.0001
2000_03,NACIONAL,2000,3,EL-PAPI,"PARTIDO DE AUTONOMOS, PENSIONISTAS E INDEPENDIENT.","2,713",0.0001,0.0001,0.0001
2000_03,NACIONAL,2000,3,PREX-CREX,COALICION EXTREMEÑA,"2,371",0.0001,0.0001,0.0001
2000_03,NACIONAL,2000,3,CG,COALICION GALEGA,"2,361",0.0001,0.0001,0.0001
2000_03,NACIONAL,2000,3,UPZ,UNION DEL PUEBLO ZAMORANO,"2,347",0.0001,0.0001,0.0001
2000_03,NACIONAL,2000,3,FPG,FRENTE POPULAR GALEGA,"2,252",0.0001,0.0001,0.0001
2000_03,NACIONAL,2000,3,PC,PARTIDO CARLISTA,"2,131",0.0001,0.0001,0.0001
2000_03,NACIONAL,2000,3,PREPAL,"SALAMANCA, ZAMORA, LEON PREPAL","2,118",0.0001,0.0001,0.0001
2000_03,NACIONAL,2000,3,CNC,CONCEJU NACIONALIEGU CANTABRU,"2,103",0.0001,0.0001,0.0001
2000_03,NACIONAL,2000,3,AA,ANDECHA ASTUR,"2,036",0.0001,0.0001,0.0001
2000_03,NACIONAL,2000,3,PEDA,PARTIDO ESPAÑOL DE AUTONOMOS,"1,904",0.0001,0.0001,0.0001
2000_03,NACIONAL,2000,3,LI (LIT-CI),LUCHA INTERNACIONALISTA,"1,716",0.0001,0.0001,0.0001
2000_03,NACIONAL,2000,3,PAVIEL,PARTIDO DE ASOCIACION DE VIUDAS Y ESPOSAS LEGALES,"1,690",0.0001,0,0.0001
2000_03,NACIONAL,2000,3,IR-PRE,IZQUIERDA REPUBLICANA-PARTIT REPUBLICA D'ESQUERRA,"1,541",0.0001,0,0.0001
2000_03,NACIONAL,2000,3,PAE,PARTIDO DE LOS AUTONOMOS ESPAÑOLES PENSIONISTAS,"1,462",0.0001,0,0.0001
2000_03,NACIONAL,2000,3,USI,UNION SALMANTINA INDEPENDIENTE,"1,416",0.0001,0,0.0001
2000_03,NACIONAL,2000,3,SIEX,SOCIALISTAS INDEPENDIENTES DE EXTREMADURA,"1,412",0.0001,0,0.0001
2000_03,NACIONAL,2000,3,PRIM,PARTIDO REGIONAL INDEPENDIENTE MADRILEÑO,"1,363",0.0001,0,0.0001
2000_03,NACIONAL,2000,3,PNCA,PARTIDO NACIONALISTA CALO,"1,331",0.0001,0,0.0001
2000_03,NACIONAL,2000,3,PB,PARTIDO DE EL BIERZO,"1,191",0.0001,0,0.0001
2000_03,NACIONAL,2000,3,BIA,BLOQUE DE LA IZQUIERDA ASTURIANA,"1,085",0,0,0
2000_03,NACIONAL,2000,3,INAR,INICIATIVA ARAGONESA,"1,057",0,0,0
2000_03,NACIONAL,2000,3,UP-CAN,UNIDAD PROGRESISTAS DE CANARIAS,980,0,0,0
2000_03,NACIONAL,2000,3,ENV,ESQUERRA NACIONALISTA VALENCIANA,920,0,0,0
2000_03,NACIONAL,2000,3,URAL,UNION REGIONALISTA ALMERIENSE,838,0,0,0
2000_03,NACIONAL,2000,3,PSPC,PARTIDO SOCIALISTA DEL PUEBLO DE CEUTA,788,0,0,0
2000_03,NACIONAL,2000,3,N,ESTADO NACIONAL EUROPEO,710,0,0,0
2000_03,NACIONAL,2000,3,CSD-L,COALICION SOCIAL DEMOCRATA Y LIBERAL,650,0,0,0
2000_03,NACIONAL,2000,3,CCS,CONVERGENCIA CIUDADANA DEL SURESTE,645,0,0,0
2000_03,NACIONAL,2000,3,PF,PROGRESISTAS FEDERALES,609,0,0,0
2000_03,NACIONAL,2000,3,NR,NUEVA REGION,598,0,0,0
2000_03,NACIONAL,2000,3,PPCR,PARTIDO POSITIVISTA CRISTIANO,546,0,0,0
2000_03,NACIONAL,2000,3,UPB,UNION DEL PUEBLO BALEAR,524,0,0,0
2000_03,NACIONAL,2000,3,VDPA,VOZ DEL PUEBLO ANDALUZ,493,0,0,0
2000_03,NACIONAL,2000,3,II,INICIATIVA INDEPENDIENTE,425,0,0,0
2000_03,NACIONAL,2000,3,PRGU,PARTIDO REGIONALISTA DE GUADALAJARA,400,0,0,0
2000_03,NACIONAL,2000,3,UNIB,UNION IBERICA,388,0,0,0
2000_03,NACIONAL,2000,3,FN,FUERZA NUEVA,343,0,0,0
2000_03,NACIONAL,2000,3,ALAS,AGRUPACION LIBERAL AUTONOMISTA Y SOCIAL,339,0,0,0
2000_03,NACIONAL,2000,3,PRIB,PARTIDO RENOVADOR DE LAS ISLAS BALEARES,334,0,0,0
2000_03,NACIONAL,2000,3,TPC,TAGOROR PENSIONISTA DE CANARIAS,319,0,0,0
2000_03,NACIONAL,2000,3,UN,UNION NACIONAL,314,0,0,0
2000_03,NACIONAL,2000,3,CIVES,CIVES,206,0,0,0
2000_03,NACIONAL,2000,3,MASH,MOVIMIENTO AL SOCIALISMO HUMANISTA,121,0,0,0
2000_03,NACIONAL,2000,3,PDEP,PARTIDO DEMOCRATICO DEL PUEBLO,85,0,0,0
2000_03,NACIONAL,2000,3,AN,APROME NACIONALISTA,60,0,0,0
2000_03,NACIONAL,2000,3,EH,EUSKAL HERRITARROK,0,0,0,0
2004_03,NACIONAL,2004,3,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,"11,026,163",0.4259,0.3189,0.4327
2004_03,NACIONAL,2004,3,PP,PARTIDO POPULAR,"9,763,144",0.3771,0.2824,0.3831
2004_03,NACIONAL,2004,3,IU,IZQUIERDA UNIDA,"1,284,081",0.0496,0.0371,0.0504
2004_03,NACIONAL,2004,3,CiU,CONVERGENCIA i UNIO,"835,471",0.0323,0.0242,0.0328
2004_03,NACIONAL,2004,3,ERC,ESQUERRA REPUBLICANA DE CATALUNYA,"652,196",0.0252,0.0189,0.0256
2004_03,NACIONAL,2004,3,EAJ-PNV,EUSKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,"420,980",0.0163,0.0122,0.0165
2004_03,NACIONAL,2004,3,CC,COALICION CANARIA,"235,221",0.0091,0.0068,0.0092
2004_03,NACIONAL,2004,3,BNG,BLOQUE NACIONALISTA GALEGO,"208,688",0.0081,0.006,0.0082
2004_03,NACIONAL,2004,3,PA,PARTIDO ANDALUCISTA,"181,868",0.007,0.0053,0.0071
2004_03,NACIONAL,2004,3,CHA,CHUNTA ARAGONESISTA,"94,252",0.0036,0.0027,0.0037
2004_03,NACIONAL,2004,3,EA,EUSKO ALKARTASUNA,"80,905",0.0031,0.0023,0.0032
2004_03,NACIONAL,2004,3,Na-Bai,NAFARROA BAI,"61,045",0.0024,0.0018,0.0024
2004_03,NACIONAL,2004,3,BLOC-EV,BLOC NACIONALISTA VALENCIA-ESQUERRA VERDA,"40,759",0.0016,0.0012,0.0016
2004_03,NACIONAL,2004,3,"PSM-EN,EU,EV,ER","PSM-ENTESA NACIONALISTA,ESQUERRA UNIDA,E.VERDS,ERC","40,289",0.0016,0.0012,0.0016
2004_03,NACIONAL,2004,3,CENB,CIUDADANOS EN BLANCO,"40,208",0.0016,0.0012,0.0016
2004_03,NACIONAL,2004,3,ARALAR-ZUTIK,ARALAR-ZUTIK,"38,560",0.0015,0.0011,0.0015
2004_03,NACIONAL,2004,3,LV-E,LOS VERDES-ECOPACIFISTAS,"37,499",0.0014,0.0011,0.0015
2004_03,NACIONAL,2004,3,PAR,PARTIDO ARAGONES,"36,540",0.0014,0.0011,0.0014
2004_03,NACIONAL,2004,3,CDS,CENTRO DEMOCRATICO Y SOCIAL,"34,101",0.0013,0.001,0.0013
2004_03,NACIONAL,2004,3,EV-AE,ELS VERDS-L'ALTERNATIVA ECOLOGISTA,"30,528",0.0012,0.0009,0.0012
2004_03,NACIONAL,2004,3,PSA,PARTIDO SOCIALISTA DE ANDALUCIA,"24,127",0.0009,0.0007,0.0009
2004_03,NACIONAL,2004,3,PH,PARTIDO HUMANISTA,"21,758",0.0008,0.0006,0.0009
2004_03,NACIONAL,2004,3,LVCM,LOS VERDES DE LA COMUNIDAD DE MADRID,"19,600",0.0008,0.0006,0.0008
2004_03,NACIONAL,2004,3,IR,IZQUIERDA REPUBLICANA,"16,993",0.0007,0.0005,0.0007
2004_03,NACIONAL,2004,3,P.CANNABIS,PART. CANNABIS POR LA LEGALIZACION Y NORMALIZACION,"16,918",0.0007,0.0005,0.0007
2004_03,NACIONAL,2004,3,PFyV,PARTIDO FAMILIA Y VIDA,"16,699",0.0006,0.0005,0.0007
2004_03,NACIONAL,2004,3,DN,DEMOCRACIA NACIONAL,"15,180",0.0006,0.0004,0.0006
2004_03,NACIONAL,2004,3,UPL,UNION DEL PUEBLO LEONES,"14,160",0.0005,0.0004,0.0006
2004_03,NACIONAL,2004,3,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,"12,979",0.0005,0.0004,0.0005
2004_03,NACIONAL,2004,3,LV-GV,LOS VERDES-GRUPO VERDE,"12,749",0.0005,0.0004,0.0005
2004_03,NACIONAL,2004,3,FE de las JONS,FALANGE ESPAÑOLA DE LAS JONS,"12,266",0.0005,0.0004,0.0005
2004_03,NACIONAL,2004,3,UM,UNIO MALLORQUINA,"10,558",0.0004,0.0003,0.0004
2004_03,NACIONAL,2004,3,FE,LA FALANGE,"10,311",0.0004,0.0003,0.0004
2004_03,NACIONAL,2004,3,TC-PNC,TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO,"8,866",0.0003,0.0003,0.0003
2004_03,NACIONAL,2004,3,POSI,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA,"8,003",0.0003,0.0002,0.0003
2004_03,NACIONAL,2004,3,LVRM,LOS VERDES,"7,074",0.0003,0.0002,0.0003
2004_03,NACIONAL,2004,3,MSR,MOVIMIENTO SOCIAL REPUBLICANO,"6,768",0.0003,0.0002,0.0003
2004_03,NACIONAL,2004,3,PADE,PARTIDO DEMOCRATA ESPAÑOL,"5,677",0.0002,0.0002,0.0002
2004_03,NACIONAL,2004,3,CDN,CONVERGENCIA DE DEMOCRATAS DE NAVARRA,"5,573",0.0002,0.0002,0.0002
2004_03,NACIONAL,2004,3,VERDES,LOS VERDES DE ASTURIES,"5,013",0.0002,0.0001,0.0002
2004_03,NACIONAL,2004,3,FA,FALANGE AUTENTICA,"4,589",0.0002,0.0001,0.0002
2004_03,NACIONAL,2004,3,PAS,PARTIU ASTURIANISTA,"4,292",0.0002,0.0001,0.0002
2004_03,NACIONAL,2004,3,ESPAÑA 2000,ESPAÑA 2000,"4,231",0.0002,0.0001,0.0002
2004_03,NACIONAL,2004,3,PNC,PARTIDO NACIONALISTA CANARIO,"4,092",0.0002,0.0001,0.0002
2004_03,NACIONAL,2004,3,EU,EXTREMADURA UNIDA,"3,916",0.0002,0.0001,0.0002
2004_03,NACIONAL,2004,3,LV,LOS VERDES DE EXTREMADURA,"3,133",0.0001,0.0001,0.0001
2004_03,NACIONAL,2004,3,AU.TO.NO.MO,PARTIDO DE LOS AUTONOMOS Y PROFESIONALES,"3,124",0.0001,0.0001,0.0001
2004_03,NACIONAL,2004,3,I.DE.S.,INICIATIVA POR EL DESARROLLO DE SORIA,"2,934",0.0001,0.0001,0.0001
2004_03,NACIONAL,2004,3,A,ASAMBLEA DE ANDALUCIA,"2,930",0.0001,0.0001,0.0001
2004_03,NACIONAL,2004,3,APCa,ALTERNATIVA POPULAR CANARIA,"2,715",0.0001,0.0001,0.0001
2004_03,NACIONAL,2004,3,GVE,GRUPO VERDE EUROPEO,"2,662",0.0001,0.0001,0.0001
2004_03,NACIONAL,2004,3,CI,CAND. INDEPENDIENTE-EL PARTIDO DE CASTILLA Y LEON,"2,421",0.0001,0.0001,0.0001
2004_03,NACIONAL,2004,3,Ei,ESCONS INSUBMISOS-ALT. DELS DEMOCRATES DESCONTENTS,"2,332",0.0001,0.0001,0.0001
2004_03,NACIONAL,2004,3,PKD,PARTIDO DEL KARMA DEMOCRATICO,"2,300",0.0001,0.0001,0.0001
2004_03,NACIONAL,2004,3,FPG,FRENTE POPULAR GALEGA,"2,257",0.0001,0.0001,0.0001
2004_03,NACIONAL,2004,3,CG,COALICION GALEGA,"2,235",0.0001,0.0001,0.0001
2004_03,NACIONAL,2004,3,ADN,ALIANZA PARA EL DESARROLLO Y LA NATURALEZA,"2,215",0.0001,0.0001,0.0001
2004_03,NACIONAL,2004,3,PTPRE,PARTIDO DE LOS TRABAJADORES EN PRECARIO,"2,115",0.0001,0.0001,0.0001
2004_03,NACIONAL,2004,3,IRV,IDENTIDAD REINO DE VALENCIA,"2,111",0.0001,0.0001,0.0001
2004_03,NACIONAL,2004,3,PAE,PARTIDO DE LOS AUTONOMOS JUBILADOS Y VIUDAS,"2,082",0.0001,0.0001,0.0001
2004_03,NACIONAL,2004,3,AA,ANDECHA ASTUR,"1,970",0.0001,0.0001,0.0001
2004_03,NACIONAL,2004,3,UPSa,UNION DEL PUEBLO SALMANTINO,"1,871",0.0001,0.0001,0.0001
2004_03,NACIONAL,2004,3,EV-AV,ELS VERDS-ALTERNATIVA VERDA,"1,836",0.0001,0.0001,0.0001
2004_03,NACIONAL,2004,3,PC,PARTIDO CARLISTA,"1,813",0.0001,0.0001,0.0001
2004_03,NACIONAL,2004,3,PMAR,PARTIDO DEL MUTUO APOYO ROMANTICO,"1,561",0.0001,0,0.0001
2004_03,NACIONAL,2004,3,CNC,CONCEJU NACIONALIEGU CANTABRU,"1,431",0.0001,0,0.0001
2004_03,NACIONAL,2004,3,PREPAL,"SALAMANCA, ZAMORA, LEON PREPAL","1,322",0.0001,0,0.0001
